crop_path,person_id,bmi
/kaggle/working/face_crops_m40/1n9x96_zQ0pGWY_145_68_false_48_0.58_m40_crop.jpg,1n9x96,22.04
/kaggle/working/face_crops_m40/2gb664_gDjPecv_300_73_false_170_1.41_m40_crop.jpg,2gb664,39.58
/kaggle/working/face_crops_m40/2gb664_gDjPecv_220_73_false_170_1.41_m40_crop.jpg,2gb664,29.02
/kaggle/working/face_crops_m40/1ayhhj_ctUuQeh_158_70_true_188_1.33_m40_crop.jpg,1ayhhj,22.67
/kaggle/working/face_crops_m40/1ayhhj_ctUuQeh_198_70_true_188_1.33_m40_crop.jpg,1ayhhj,28.41
/kaggle/working/face_crops_m40/2f53ah_4NeCMLi_125_63_true_705_1.22_m40_crop.jpg,2f53ah,22.14
/kaggle/working/face_crops_m40/2f53ah_AvCmGN9_180_63_true_705_1.22_m40_crop.jpg,2f53ah,31.88
/kaggle/working/face_crops_m40/1atru0_Pbw5zae_149_64_true_108_1.52_m40_crop.jpg,1atru0,25.57
/kaggle/working/face_crops_m40/1atru0_zbw5zae_131_64_true_108_1.52_m40_crop.jpg,1atru0,22.48
/kaggle/working/face_crops_m40/2u38fo_pqEvlon_181_72_false_1362_1.0_m40_crop.jpg,2u38fo,24.55
/kaggle/working/face_crops_m40/2u38fo_pqEvlon_295_72_false_1362_1.0_m40_crop.jpg,2u38fo,40.0
/kaggle/working/face_crops_m40/28mzfq_b0Rs1lw_278_72_false_45_1.68_m40_crop.jpg,28mzfq,37.7
/kaggle/working/face_crops_m40/28mzfq_b0Rs1lw_292_72_false_45_1.68_m40_crop.jpg,28mzfq,39.6
/kaggle/working/face_crops_m40/4l8u1z_k5GrQBS_185_73_false_207_1.0_m40_crop.jpg,4l8u1z,24.41
/kaggle/working/face_crops_m40/4l8u1z_k5GrQBS_335_73_false_207_1.0_m40_crop.jpg,4l8u1z,44.19
/kaggle/working/face_crops_m40/1xrx22_1R5oRbG_226_66_true_391_1.33_m40_crop.jpg,1xrx22,36.47
/kaggle/working/face_crops_m40/1xrx22_zR5oRbG_175_66_true_391_1.33_m40_crop.jpg,1xrx22,28.24
/kaggle/working/face_crops_m40/478zob_eW59b0p_220_69_false_134_1.27_m40_crop.jpg,478zob,32.48
/kaggle/working/face_crops_m40/478zob_eW59b0p_170_69_false_134_1.27_m40_crop.jpg,478zob,25.1
/kaggle/working/face_crops_m40/2t2bw9_lsMFarD_245_71_false_177_0.56_m40_crop.jpg,2t2bw9,34.17
/kaggle/working/face_crops_m40/2t2bw9_lsMFarD_154_71_false_177_0.56_m40_crop.jpg,2t2bw9,21.48
/kaggle/working/face_crops_m40/3ocm0j_eJqxURc_170_68_false_58_0.33_m40_crop.jpg,3ocm0j,25.85
/kaggle/working/face_crops_m40/3ocm0j_xXOUhzT_231_68_false_58_0.33_m40_crop.jpg,3ocm0j,35.12
/kaggle/working/face_crops_m40/2xsx05_jE11CwV_288_71_false_128_1.17_m40_crop.jpg,2xsx05,40.16
/kaggle/working/face_crops_m40/2xsx05_jE11CwV_246_71_false_128_1.17_m40_crop.jpg,2xsx05,34.31
/kaggle/working/face_crops_m40/26erih_kEfTkND_145_67_false_3_0.57_m40_crop.jpg,26erih,22.71
/kaggle/working/face_crops_m40/26erih_jEfTkND_145_67_false_3_0.57_m40_crop.jpg,26erih,22.71
/kaggle/working/face_crops_m40/4jcysg_SFnEfwL_247_74_false_84_1.0_m40_crop.jpg,4jcysg,31.71
/kaggle/working/face_crops_m40/4jcysg_SFnEfwL_360_74_false_84_1.0_m40_crop.jpg,4jcysg,46.22
/kaggle/working/face_crops_m40/2wgqi5_X5pMW4D_230_67_true_109_1.0_m40_crop.jpg,2wgqi5,36.02
/kaggle/working/face_crops_m40/2wgqi5_X5pMW4D_215_67_true_109_1.0_m40_crop.jpg,2wgqi5,33.67
/kaggle/working/face_crops_m40/27csml_FvhjDBf_150_65_false_2_0.67_m40_crop.jpg,27csml,24.96
/kaggle/working/face_crops_m40/27csml_dvhjDBf_150_65_false_2_0.67_m40_crop.jpg,27csml,24.96
/kaggle/working/face_crops_m40/4bi9h1_5sUyZpO_188_73_false_215_0.75_m40_crop.jpg,4bi9h1,24.8
/kaggle/working/face_crops_m40/4bi9h1_lr3zbMN_188_73_false_215_0.75_m40_crop.jpg,4bi9h1,24.8
/kaggle/working/face_crops_m40/4c5k4d_LkX65rA_179_70_false_1754_1.0_m40_crop.jpg,4c5k4d,25.68
/kaggle/working/face_crops_m40/4c5k4d_LkX65rA_285_70_false_1754_1.0_m40_crop.jpg,4c5k4d,40.89
/kaggle/working/face_crops_m40/3rdnjq_q2BkR3r_175_71_false_16_0.6_m40_crop.jpg,3rdnjq,24.4
/kaggle/working/face_crops_m40/3rdnjq_n0YB1rQ_152_71_false_16_0.6_m40_crop.jpg,3rdnjq,21.2
/kaggle/working/face_crops_m40/2b39du_8XiOlQ6_258_72_false_44_1.33_m40_crop.jpg,2b39du,34.99
/kaggle/working/face_crops_m40/2b39du_BY7kmCK_208_72_false_44_1.33_m40_crop.jpg,2b39du,28.21
/kaggle/working/face_crops_m40/3fvw01_qelatDi_250_66_true_205_1.0_m40_crop.jpg,3fvw01,40.35
/kaggle/working/face_crops_m40/3fvw01_qelatDi_195_66_true_205_1.0_m40_crop.jpg,3fvw01,31.47
/kaggle/working/face_crops_m40/1hdjrd_zFy6f0P_185_71_false_8_1.73_m40_crop.jpg,1hdjrd,25.8
/kaggle/working/face_crops_m40/1hdjrd_eFy6f0P_235_71_false_8_1.73_m40_crop.jpg,1hdjrd,32.77
/kaggle/working/face_crops_m40/3fceme_FNnzOHk_195_63_true_70_1.0_m40_crop.jpg,3fceme,34.54
/kaggle/working/face_crops_m40/3fceme_FNnzOHk_150_63_true_70_1.0_m40_crop.jpg,3fceme,26.57
/kaggle/working/face_crops_m40/3zsvya_34MqQuQ_125_63_true_1574_0.6_m40_crop.jpg,3zsvya,22.14
/kaggle/working/face_crops_m40/3zsvya_34MqQuQ_151_63_true_1574_0.6_m40_crop.jpg,3zsvya,26.75
/kaggle/working/face_crops_m40/3r0uwd_VKz5Lua_245_67_true_566_1.0_m40_crop.jpg,3r0uwd,38.37
/kaggle/working/face_crops_m40/3r0uwd_VKz5Lua_170_67_true_566_1.0_m40_crop.jpg,3r0uwd,26.62
/kaggle/working/face_crops_m40/3xt1d5_r2R5gC2_130_65_true_513_1.0_m40_crop.jpg,3xt1d5,21.63
/kaggle/working/face_crops_m40/3xt1d5_r2R5gC2_180_65_true_513_1.0_m40_crop.jpg,3xt1d5,29.95
/kaggle/working/face_crops_m40/47ry2s_XrPcEfV_344_75_false_462_1.0_m40_crop.jpg,47ry2s,42.99
/kaggle/working/face_crops_m40/47ry2s_XrPcEfV_230_75_false_462_1.0_m40_crop.jpg,47ry2s,28.74
/kaggle/working/face_crops_m40/3g4t8d_FvYTnGJ_365_69_false_104_0.75_m40_crop.jpg,3g4t8d,53.9
/kaggle/working/face_crops_m40/3g4t8d_txxSy1g_303_69_false_104_0.75_m40_crop.jpg,3g4t8d,44.74
/kaggle/working/face_crops_m40/2fqm8p_84tE7Px_175_64_true_713_1.0_m40_crop.jpg,2fqm8p,30.04
/kaggle/working/face_crops_m40/2fqm8p_84tE7Px_250_64_true_713_1.0_m40_crop.jpg,2fqm8p,42.91
/kaggle/working/face_crops_m40/4apvfl_leUGyMy_195_70_false_145_0.75_m40_crop.jpg,4apvfl,27.98
/kaggle/working/face_crops_m40/4apvfl_DCUPebC_305_70_false_145_0.75_m40_crop.jpg,4apvfl,43.76
/kaggle/working/face_crops_m40/2yppit_kaFKgmd_225_78_false_1_0.56_m40_crop.jpg,2yppit,26.0
/kaggle/working/face_crops_m40/2yppit_zaFKgmd_225_78_false_1_0.56_m40_crop.jpg,2yppit,26.0
/kaggle/working/face_crops_m40/42sy1w_S13zXLv_206_68_true_1426_1.0_m40_crop.jpg,42sy1w,31.32
/kaggle/working/face_crops_m40/42sy1w_S13zXLv_156_68_true_1426_1.0_m40_crop.jpg,42sy1w,23.72
/kaggle/working/face_crops_m40/23d1hr_Lpig4mM_246_66_true_1721_1.0_m40_crop.jpg,23d1hr,39.7
/kaggle/working/face_crops_m40/23d1hr_Lpig4mM_169_66_true_1721_1.0_m40_crop.jpg,23d1hr,27.27
/kaggle/working/face_crops_m40/1nwn5q_JaYvwEf_205_71_false_122_1.16_m40_crop.jpg,1nwn5q,28.59
/kaggle/working/face_crops_m40/2xr9bw_z9s3BoV_327_74_false_1_0.75_m40_crop.jpg,2xr9bw,41.98
/kaggle/working/face_crops_m40/2xr9bw_A9s3BoV_327_74_false_1_0.75_m40_crop.jpg,2xr9bw,41.98
/kaggle/working/face_crops_m40/kd87a_O1tn4_169_70_false_9_1.38_m40_crop.jpg,kd87a,24.25
/kaggle/working/face_crops_m40/kd87a_O1tn4_173_70_false_9_1.38_m40_crop.jpg,kd87a,24.82
/kaggle/working/face_crops_m40/3zmy4w_vTIEJsv_225_73_false_75_1.0_m40_crop.jpg,3zmy4w,29.68
/kaggle/working/face_crops_m40/3zmy4w_vTIEJsv_300_73_false_75_1.0_m40_crop.jpg,3zmy4w,39.58
/kaggle/working/face_crops_m40/42chr3_7vZvFVI_227_72_false_56_0.56_m40_crop.jpg,42chr3,30.78
/kaggle/working/face_crops_m40/2xtxf5_QJNhZfj_193_71_false_38_0.75_m40_crop.jpg,2xtxf5,26.92
/kaggle/working/face_crops_m40/2xtxf5_qyiWMim_173_71_false_38_0.75_m40_crop.jpg,2xtxf5,24.13
/kaggle/working/face_crops_m40/24gr72_zJKf5ZA_200_71_false_51_1.37_m40_crop.jpg,24gr72,27.89
/kaggle/working/face_crops_m40/24gr72_zJKf5ZA_208_71_false_51_1.37_m40_crop.jpg,24gr72,29.01
/kaggle/working/face_crops_m40/3t9nb1_XGdCp69_177_73_false_9_0.75_m40_crop.jpg,3t9nb1,23.35
/kaggle/working/face_crops_m40/3t9nb1_Yz5m38J_155_73_false_9_0.75_m40_crop.jpg,3t9nb1,20.45
/kaggle/working/face_crops_m40/3330dk_jqe4jRA_246_72_false_75_0.56_m40_crop.jpg,3330dk,33.36
/kaggle/working/face_crops_m40/3330dk_0g9GOHI_205_72_false_75_0.56_m40_crop.jpg,3330dk,27.8
/kaggle/working/face_crops_m40/2umw8a_zS91QFN_183_72_false_71_1.0_m40_crop.jpg,2umw8a,24.82
/kaggle/working/face_crops_m40/2umw8a_zS91QFN_207_72_false_71_1.0_m40_crop.jpg,2umw8a,28.07
/kaggle/working/face_crops_m40/34qc0f_cPOSMyu_199_64_true_426_0.96_m40_crop.jpg,34qc0f,34.15
/kaggle/working/face_crops_m40/34qc0f_cPOSMyu_262_64_true_426_0.96_m40_crop.jpg,34qc0f,44.97
/kaggle/working/face_crops_m40/35ytfr_9B7VymY_209_70_false_33_0.75_m40_crop.jpg,35ytfr,29.99
/kaggle/working/face_crops_m40/35ytfr_RjdwS1Z_191_70_false_33_0.75_m40_crop.jpg,35ytfr,27.4
/kaggle/working/face_crops_m40/2be66q_MCthLSE_184_69_false_83_1.0_m40_crop.jpg,2be66q,27.17
/kaggle/working/face_crops_m40/2be66q_MCthLSE_195_69_false_83_1.0_m40_crop.jpg,2be66q,28.79
/kaggle/working/face_crops_m40/4ppvi4_wSds6ay_158_66_false_191_1.0_m40_crop.jpg,4ppvi4,25.5
/kaggle/working/face_crops_m40/4ppvi4_wSds6ay_134_66_false_191_1.0_m40_crop.jpg,4ppvi4,21.63
/kaggle/working/face_crops_m40/19fhc3_ST5Kzs9_200_68_false_9_0.76_m40_crop.jpg,19fhc3,30.41
/kaggle/working/face_crops_m40/19fhc3_Si5Kzs9_200_68_false_9_0.76_m40_crop.jpg,19fhc3,30.41
/kaggle/working/face_crops_m40/1babvg_AwFC5bl_170_67_true_747_1.17_m40_crop.jpg,1babvg,26.62
/kaggle/working/face_crops_m40/1babvg_AwFC5bl_245_67_true_747_1.17_m40_crop.jpg,1babvg,38.37
/kaggle/working/face_crops_m40/2do6e0_DAwnBcK_344_71_false_958_1.0_m40_crop.jpg,2do6e0,47.97
/kaggle/working/face_crops_m40/2do6e0_DAwnBcK_428_71_false_958_1.0_m40_crop.jpg,2do6e0,59.69
/kaggle/working/face_crops_m40/1m5uky_iaj14sq_130_67_false_79_1.34_m40_crop.jpg,1m5uky,20.36
/kaggle/working/face_crops_m40/1m5uky_8IORlsE_170_67_false_79_1.34_m40_crop.jpg,1m5uky,26.62
/kaggle/working/face_crops_m40/1buxz1_TPtq5Q2_199_68_false_127_1.5_m40_crop.jpg,1buxz1,30.25
/kaggle/working/face_crops_m40/1buxz1_TPtq5Q2_287_68_false_127_1.5_m40_crop.jpg,1buxz1,43.63
/kaggle/working/face_crops_m40/1cyw5a_hCI7rDK_179_68_false_193_0.51_m40_crop.jpg,1cyw5a,27.21
/kaggle/working/face_crops_m40/1cyw5a_AQv0v5G_235_68_false_193_0.51_m40_crop.jpg,1cyw5a,35.73
/kaggle/working/face_crops_m40/2u8hjt_geNN2mA_145_67_true_100_2.7_m40_crop.jpg,2u8hjt,22.71
/kaggle/working/face_crops_m40/2u8hjt_geNN2mA_139_67_true_100_2.7_m40_crop.jpg,2u8hjt,21.77
/kaggle/working/face_crops_m40/3kd3g0_AGHKcDZ_175_71_false_73_0.62_m40_crop.jpg,3kd3g0,24.4
/kaggle/working/face_crops_m40/3kd3g0_AGHKcDZ_240_71_false_73_0.62_m40_crop.jpg,3kd3g0,33.47
/kaggle/working/face_crops_m40/2xr5kr_zxBubJg_202_72_false_1_0.75_m40_crop.jpg,2xr5kr,27.39
/kaggle/working/face_crops_m40/2xr5kr_fxBubJg_202_72_false_1_0.75_m40_crop.jpg,2xr5kr,27.39
/kaggle/working/face_crops_m40/2k09ul_lvNCbDX_222_65_true_146_2.0_m40_crop.jpg,2k09ul,36.94
/kaggle/working/face_crops_m40/2k09ul_lvNCbDX_181_65_true_146_2.0_m40_crop.jpg,2k09ul,30.12
/kaggle/working/face_crops_m40/2xq95t_zclh6BE_168_64_true_1_0.56_m40_crop.jpg,2xq95t,28.83
/kaggle/working/face_crops_m40/2xq95t_Pclh6BE_168_64_true_1_0.56_m40_crop.jpg,2xq95t,28.83
/kaggle/working/face_crops_m40/258des_37DF9Bl_158_69_false_40_1.29_m40_crop.jpg,258des,23.33
/kaggle/working/face_crops_m40/258des_37DF9Bl_172_69_false_40_1.29_m40_crop.jpg,258des,25.4
/kaggle/working/face_crops_m40/31xdir_VgS4Ri2_207_64_true_392_1.13_m40_crop.jpg,31xdir,35.53
/kaggle/working/face_crops_m40/2xowla_dmxEew7_262_66_true_342_1.0_m40_crop.jpg,2xowla,42.28
/kaggle/working/face_crops_m40/2xowla_dmxEew7_205_66_true_342_1.0_m40_crop.jpg,2xowla,33.08
/kaggle/working/face_crops_m40/2fubwf_c4AFf45_165_67_false_44_0.75_m40_crop.jpg,2fubwf,25.84
/kaggle/working/face_crops_m40/2fubwf_aytwI6K_205_67_false_44_0.75_m40_crop.jpg,2fubwf,32.1
/kaggle/working/face_crops_m40/1vbenl_pD8dyBI_207_64_true_574_1.13_m40_crop.jpg,1vbenl,35.53
/kaggle/working/face_crops_m40/1vbenl_pD8dyBI_140_64_true_574_1.13_m40_crop.jpg,1vbenl,24.03
/kaggle/working/face_crops_m40/1fxx6r_7UxEhel_260_73_false_44_1.33_m40_crop.jpg,1fxx6r,34.3
/kaggle/working/face_crops_m40/1fxx6r_7UxEhel_285_73_false_44_1.33_m40_crop.jpg,1fxx6r,37.6
/kaggle/working/face_crops_m40/126bev_8AKYe_198_70_false_537_6.92_m40_crop.jpg,126bev,28.41
/kaggle/working/face_crops_m40/126bev_8AKYe_312_70_false_537_6.92_m40_crop.jpg,126bev,44.76
/kaggle/working/face_crops_m40/2faatt_WYy0VHv_237_71_false_32_0.56_m40_crop.jpg,2faatt,33.05
/kaggle/working/face_crops_m40/2faatt_q5QjV9G_192_71_false_32_0.56_m40_crop.jpg,2faatt,26.78
/kaggle/working/face_crops_m40/3bha18_gudvPnC_187_72_false_71_1.69_m40_crop.jpg,3bha18,25.36
/kaggle/working/face_crops_m40/3bha18_gudvPnC_232_72_false_71_1.69_m40_crop.jpg,3bha18,31.46
/kaggle/working/face_crops_m40/1bx9zj_vZqfGyQ_250_72_false_60_1.07_m40_crop.jpg,1bx9zj,33.9
/kaggle/working/face_crops_m40/1bx9zj_vZqfGyQ_205_72_false_60_1.07_m40_crop.jpg,1bx9zj,27.8
/kaggle/working/face_crops_m40/2798xv_H79HiMr_235_65_true_98_0.89_m40_crop.jpg,2798xv,39.1
/kaggle/working/face_crops_m40/2798xv_H79HiMr_180_65_true_98_0.89_m40_crop.jpg,2798xv,29.95
/kaggle/working/face_crops_m40/19dpf2_xxJDsBj_185_69_false_9_0.75_m40_crop.jpg,19dpf2,27.32
/kaggle/working/face_crops_m40/19dpf2_ZxJDsBj_185_69_false_9_0.75_m40_crop.jpg,19dpf2,27.32
/kaggle/working/face_crops_m40/4n1uyp_E6HTD8L_300_74_false_214_0.5_m40_crop.jpg,4n1uyp,38.51
/kaggle/working/face_crops_m40/2yqbsm_dGSSQRS_180_71_false_20_0.78_m40_crop.jpg,2yqbsm,25.1
/kaggle/working/face_crops_m40/2yqbsm_xEBoBeZ_190_71_false_20_0.78_m40_crop.jpg,2yqbsm,26.5
/kaggle/working/face_crops_m40/2kn1ns_726VGJz_219_72_false_84_0.7_m40_crop.jpg,2kn1ns,29.7
/kaggle/working/face_crops_m40/2kn1ns_MAnNxOB_285_72_false_84_0.7_m40_crop.jpg,2kn1ns,38.65
/kaggle/working/face_crops_m40/2o2avu_MhVPMKU_265_75_false_93_1.0_m40_crop.jpg,2o2avu,33.12
/kaggle/working/face_crops_m40/2o2avu_MhVPMKU_222_75_false_93_1.0_m40_crop.jpg,2o2avu,27.75
/kaggle/working/face_crops_m40/22rus6_X7FbU92_305_70_false_55_1.12_m40_crop.jpg,22rus6,43.76
/kaggle/working/face_crops_m40/22rus6_X7FbU92_245_70_false_55_1.12_m40_crop.jpg,22rus6,35.15
/kaggle/working/face_crops_m40/2he4zs_xzBgqt0_220_69_false_205_0.75_m40_crop.jpg,2he4zs,32.48
/kaggle/working/face_crops_m40/2he4zs_PFs3OyO_330_69_false_205_0.75_m40_crop.jpg,2he4zs,48.73
/kaggle/working/face_crops_m40/3bk53b_dn6FEFE_182_70_false_54_1.89_m40_crop.jpg,3bk53b,26.11
/kaggle/working/face_crops_m40/3bk53b_dn6FEFE_162_70_false_54_1.89_m40_crop.jpg,3bk53b,23.24
/kaggle/working/face_crops_m40/1mj345_iFXKXTT_300_74_false_95_1.33_m40_crop.jpg,1mj345,38.51
/kaggle/working/face_crops_m40/1mj345_ZAytVMl_215_74_false_95_1.33_m40_crop.jpg,1mj345,27.6
/kaggle/working/face_crops_m40/2xq9li_ddV3PRr_285_71_false_2_0.75_m40_crop.jpg,2xq9li,39.75
/kaggle/working/face_crops_m40/2xq9li_zdV3PRr_285_71_false_2_0.75_m40_crop.jpg,2xq9li,39.75
/kaggle/working/face_crops_m40/3b5zf1_dSm10yu_325_70_true_378_1.33_m40_crop.jpg,3b5zf1,46.63
/kaggle/working/face_crops_m40/3b5zf1_dSm10yu_265_70_true_378_1.33_m40_crop.jpg,3b5zf1,38.02
/kaggle/working/face_crops_m40/2fxsz5_bnWwumt_185_75_false_79_1.17_m40_crop.jpg,2fxsz5,23.12
/kaggle/working/face_crops_m40/2fxsz5_bnWwumt_225_75_false_79_1.17_m40_crop.jpg,2fxsz5,28.12
/kaggle/working/face_crops_m40/4e94ig_op1nbvM_320_75_false_127_1.3_m40_crop.jpg,4e94ig,39.99
/kaggle/working/face_crops_m40/4e94ig_op1nbvM_250_75_false_127_1.3_m40_crop.jpg,4e94ig,31.24
/kaggle/working/face_crops_m40/1mgd2f_oBrBBED_251_69_false_66_0.75_m40_crop.jpg,1mgd2f,37.06
/kaggle/working/face_crops_m40/1mgd2f_zsWdEAV_198_69_false_66_0.75_m40_crop.jpg,1mgd2f,29.24
/kaggle/working/face_crops_m40/1ygvyj_BszbubI_284_71_false_108_1.0_m40_crop.jpg,1ygvyj,39.61
/kaggle/working/face_crops_m40/1ygvyj_BszbubI_180_71_false_108_1.0_m40_crop.jpg,1ygvyj,25.1
/kaggle/working/face_crops_m40/1zo2z6_4gSFpmU_206_67_false_74_0.68_m40_crop.jpg,1zo2z6,32.26
/kaggle/working/face_crops_m40/1zo2z6_4gSFpmU_220_67_false_74_0.68_m40_crop.jpg,1zo2z6,34.45
/kaggle/working/face_crops_m40/1swix7_zDZsGR4_295_67_true_865_0.92_m40_crop.jpg,1swix7,46.2
/kaggle/working/face_crops_m40/1swix7_MDZsGR4_396_67_true_865_0.92_m40_crop.jpg,1swix7,62.02
/kaggle/working/face_crops_m40/4i25no_J7htMdh_187_68_true_1269_1.7_m40_crop.jpg,4i25no,28.43
/kaggle/working/face_crops_m40/4i25no_J7htMdh_270_68_true_1269_1.7_m40_crop.jpg,4i25no,41.05
/kaggle/working/face_crops_m40/23huqj_traSaut_173_71_false_45_1.0_m40_crop.jpg,23huqj,24.13
/kaggle/working/face_crops_m40/23huqj_traSaut_168_71_false_45_1.0_m40_crop.jpg,23huqj,23.43
/kaggle/working/face_crops_m40/4nics1_0yL0qHY_165_67_true_1415_0.46_m40_crop.jpg,4nics1,25.84
/kaggle/working/face_crops_m40/4nics1_7AZQzZJ_205_67_true_1415_0.46_m40_crop.jpg,4nics1,32.1
